Player,Nation,Squad 22-23,Comp,Actual Squad,Age,Height,Weight,Foot,MP,Starts,Min,Goals,Shots,SoT,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,Assists,PasProg,PasAtt,PasLive,PasDead,PasCmp,SCA,GCA,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDriPast,Blocks,BlkSh,BlkPass,Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CarDis,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,Recov,AerWon,AerLost,Value (M),score_complessivo,similarita_coseno,similarita_ponderata_coseno
Alidu Seidu,GHA,Clermont Foot,Ligue 1,Rennes,24,173.0,68.0,0,39,39,3255,0.08,2.89,1.13,0.0,0.06,0.06,51.24,69.5,858.5,0.12,4.23,69.5,63.6,5.63,51.24,3.43,0.3,3.23,1.9,1.65,0.94,0.63,1.04,2.05,0.79,1.26,2.68,3.45,0.1,93.2,5.970000000000001,29.31,41.1,24.36,58.1,341.3,156.1,1.77,2.02,1.89,6.74,0.61,0.0,0.0,3.26,3.82,0.41,1.88,1.9,10.22,3.2299999999999995,4.5,5.5,2.2937973909890845e-05,0.8864515416997722,0.7978102349776013
Mason Holgate,ENG,Everton,Premier League,Sheffield United,27,184.0,75.0,0,25,24,2019,0.03,2.52,0.37,0.21,0.05,0.05,73.0,100.0,1400.2,0.26,10.65,100.0,90.9,8.46,73.0,6.91,1.14,3.12,1.85,2.26,0.76,0.11,1.84,2.66,0.56,2.1,2.52,6.96,0.0,122.4,8.66,30.55,59.1,33.26,72.6,340.7,156.2,2.38,2.99,0.53,9.87,0.49,0.05,0.05,1.7799999999999998,1.64,0.11,7.42,1.85,9.68,1.88,2.73,4.4,0.005212345193830598,0.8852560240864563,0.7970767578921567
Giorgio Scalvini,ITA,Atalanta,Serie A,Atalanta,20,194.0,75.0,0,33,21,1842,0.04,3.67,1.47,0.0,0.0,0.0,59.8,76.2,931.6,0.0,8.55,76.2,72.8,3.22,59.8,2.78,0.51,3.36,1.98,1.6,1.02,0.73,0.88,2.2,0.51,1.69,1.9,2.63,0.07,97.6,5.26,26.32,48.0,24.54,56.3,253.9,106.4,1.76,1.39,1.76,7.779999999999999,0.51,0.0,0.0,4.31,0.4399999999999999,1.1,0.73,1.98,9.21,4.03,3.23,15.0,0.023483218663082544,0.8807574619940184,0.7942338870211132
William Saliba,FRA,Arsenal,Premier League,Arsenal,23,193.0,85.0,0,33,29,2485,0.07,2.74,1.17,0.29,0.44,0.44,88.2,108.9,1549.2,0.49,7.48,108.9,100.0,8.74,88.2,4.74,1.23,4.04,2.73,1.8,1.41,0.84,1.02,1.41,0.53,0.88,1.41,3.66,0.19,131.0,7.31,38.73,65.6,28.63,86.1,480.5,251.6,3.97,2.1,2.64,7.55,0.48,0.0,0.0,1.8,1.75,0.0,7.109999999999999,2.73,13.91,2.37,2.81,58.5,0.3678570901779707,0.8552506778012123,0.7940056531384063
Marcos Senesi,ARG,Bournemouth,Premier League,AFC Bournemouth,27,183.0,78.0,1,40,39,3353,0.07,1.91,0.81,0.61,0.19,0.19,86.7,112.8,1872.5,0.33,11.14,112.8,99.6,12.41,86.7,5.390000000000001,0.8999999999999999,3.9,2.17,2.1,1.52,0.28,1.67,2.31,0.94,1.38,1.82,5.84,0.05,131.7,12.77,49.1,59.9,23.96,82.69999999999999,404.2,186.4,1.4,1.84,0.62,3.28,0.32,0.0,0.0,1.87,1.11,0.05,8.510000000000002,2.17,11.75,1.03,1.2,8.0,0.00861664236520998,0.8807040069247548,0.7932046181156852
Jorge Cuenca,ESP,Villarreal,La Liga,Villarreal,24,190.0,75.0,1,25,12,1297,0.01,2.5,0.67,0.57,0.0,0.0,84.3,102.4,1518.9,0.1,7.76,102.4,96.0,6.35,84.3,4.71,0.38,2.26,1.38,1.29,0.79,0.19,0.44,1.98,1.25,0.73,1.92,7.38,0.0,125.5,10.1,48.09,56.4,22.4,75.9,480.0,296.8,3.5,2.25,1.62,4.48,0.35,0.0,0.0,1.5699999999999998,0.82,0.29,3.58,1.38,8.92,2.44,1.67,6.0,0.023483218663082544,0.879567504114833,0.7931629249298463
Igor,BRA,Fiorentina,Serie A,Brighton & Hove Albion,26,185.0,84.0,1,34,19,1877,0.01,1.04,0.36,0.0,0.0,0.0,84.6,97.6,1614.8,0.12,7.859999999999999,97.6,92.7,4.63,84.6,2.6,0.2,3.84,2.32,1.79,1.35,0.6799999999999999,1.16,3.16,1.11,2.03,2.43,2.66,0.08,115.7,6.48,35.87,63.9,16.76,68.69999999999999,401.5,238.8,2.68,1.99,1.52,3.09,1.04,0.08,0.08,2.84,1.81,0.24,0.36,2.32,11.2,3.23,2.04,10.0,0.0638947628649895,0.875862530908264,0.7924955166570804
Diogo Leite,POR,Union Berlin,Bundesliga,FC Union Berlin,25,188.0,83.0,1,37,35,3071,0.02,1.71,0.5,0.11,0.0,0.0,84.3,111.8,1625.3,0.12,9.96,111.8,99.1,12.33,84.3,3.78,0.4,1.87,0.91,1.25,0.62,0.0,1.37,1.27,0.67,0.6,2.06,5.04,0.0,128.39999999999998,9.65,42.3,59.3,28.12,72.1,365.9,182.2,3.2,1.94,0.77,6.54,0.29,0.12,0.06,1.71,1.84,0.28,7.61,0.91,10.39,2.59,2.41,9.5,0.10536759259575873,0.8717415115911523,0.7915237092531202
Federico Baschirotto,ITA,Lecce,Serie A,Lecce,27,184.0,77.0,0,25,23,2114,0.04,3.22,0.81,0.0,0.0,0.0,53.7,72.2,1000.9,0.0,6.68,72.2,68.80000000000001,3.14,53.7,2.32,0.67,2.24,2.06,0.77,1.4700000000000002,0.0,0.76,3.14,2.1,1.03,1.85,5.85,0.0,96.0,9.14,36.63,43.4,17.57,57.1,301.79999999999995,172.1,3.03,4.09,3.38,2.36,0.18,0.0,0.0,2.24,1.03,0.0,0.36,2.06,15.97,2.36,3.38,6.0,0.00861664236520998,0.8779667606258357,0.790741096446658
Pawel Dawidowicz,POL,Hellas Verona,Serie A,Hellas Verona,29,189.0,80.0,0,20,14,1300,0.01,0.84,0.24,0.0,0.0,0.0,64.7,84.3,1120.1999999999998,0.0,5.88,84.3,75.30000000000001,9.05,64.7,1.41,0.0,5.07,2.94,3.14,1.65,0.28,0.24,1.49,0.76,0.72,2.25,5.5,0.0,103.3,8.08,40.6,51.3,12.6,56.5,290.1,143.7,2.42,1.16,0.6,2.37,0.92,0.12,0.0,3.34,2.01,0.32,2.94,2.94,11.23,3.02,2.01,4.2,0.0638947628649895,0.8733973596518928,0.7902768625263462
Giuseppe Pezzella,ITA,Lecce,Serie A,Real Betis,33,187.0,82.0,0,26,20,1706,0.0,1.81,0.42,0.17,0.0,0.0,86.4,106.4,1554.8000000000002,0.39,10.54,106.4,87.30000000000001,18.94,86.4,5.26,0.79,4.9,2.5,3.67,0.96,0.28,1.93,1.87,0.36,1.51,1.93,4.359999999999999,0.14,131.10000000000002,5.44,40.5,55.8,35.6,66.9,363.6,192.8,3.69,2.8,1.53,9.82,0.39,0.08,0.0,3.08,2.36,0.14,6.68,2.5,9.66,1.2,0.9000000000000001,7.0,0.0638947628649895,0.8727306801455481,0.789676850970636
Nico Elvedi,SUI,M'Gladbach,Bundesliga,Borussia Monchengladbach,27,189.0,84.0,0,20,18,1550,0.02,0.61,0.3,0.0,0.0,0.0,82.1,94.2,1434.5,0.0,7.02,94.2,89.39999999999999,4.8,82.1,3.65,0.06,4.68,0.85,2.64,0.55,1.49,1.67,0.91,0.36,0.55,2.34,4.0,0.06,118.5,10.5,52.5,48.6,17.7,80.3,380.9,179.60000000000002,2.1,2.16,1.49,4.53,0.0,0.0,0.0,0.42,0.42,1.49,0.0,0.85,9.26,1.76,1.21,11.0,0.17374472912900266,0.8644144562961187,0.7894420909342362
Silvan Widmer,SUI,Mainz 05,Bundesliga,FSV Mainz 05,31,183.0,80.0,0,35,33,2838,0.02,1.9,0.62,0.0,0.0,0.0,59.8,81.1,1108.6,0.11,4.69,81.1,68.4,12.45,59.8,2.24,0.16,2.17,1.31,1.5,0.6,0.08,0.7000000000000001,2.27,1.23,1.04,3.41,6.26,0.0,100.7,7.76,39.3,46.8,15.260000000000002,48.9,208.3,96.2,0.91,0.36,0.51,5.0,0.38,0.0,0.0,1.7000000000000002,1.6800000000000002,0.13,1.77,1.31,8.72,2.42,2.4,6.5,0.014229379523447444,0.8747462943014432,0.7882131043092929
Maximilian Bauer,GER,Augsburg,Bundesliga,FC Augsburg,24,189.0,84.0,0,23,19,1670,0.0,1.4,0.14,0.0,0.0,0.0,53.7,80.5,1073.0,0.0,6.16,80.5,76.80000000000001,3.43,53.7,1.81,0.09,2.67,1.15,1.89,0.77,0.0,1.4,1.81,0.69,1.12,2.5,8.17,0.0,103.3,11.5,50.2,47.6,6.41,49.5,218.4,129.2,1.17,0.72,0.31,0.74,0.95,0.0,0.0,2.26,2.24,0.09,0.38,1.15,11.03,6.85,4.04,4.4,0.17374472912900266,0.8621630083038969,0.7874157877412367
Chancel Mbemba,COD,Marseille,Ligue 1,Olympique de Marseille,29,182.0,81.0,0,27,22,2004,0.02,0.75,0.23,0.0,0.0,0.0,82.4,115.9,1637.8000000000002,0.0,13.43,115.9,94.9,19.64,82.4,4.5,0.05,3.4800000000000004,3.1500000000000004,3.01,0.42,0.05,0.14,2.0,0.47,1.53,1.4,6.18,0.0,135.2,7.83,36.8,68.0,30.7,74.2,358.20000000000005,198.0,2.75,2.01,0.37,7.01,0.09,0.0,0.0,0.61,0.56,0.0,4.640000000000001,3.1500000000000004,10.84,2.9800000000000004,0.84,16.5,0.014229379523447447,0.8738326768884149,0.7873908486375674
Jeffrey Gouweleeuw,NED,Augsburg,Bundesliga,FC Augsburg,32,188.0,83.0,0,36,36,3131,0.02,0.8500000000000001,0.28,0.0,0.0,0.0,78.1,100.5,1637.7,0.0,5.34,100.5,94.8,5.449999999999999,78.1,1.44,0.11,1.87,1.22,0.8899999999999999,0.71,0.27,1.13,2.5700000000000003,1.77,0.79,2.61,8.08,0.1699999999999999,119.2,15.61,64.9,51.3,3.56,73.6,354.4,180.4,0.66,0.44,0.27,0.16,0.5,0.0,0.0,1.42,1.01,0.11,0.33,1.22,11.59,4.4,2.98,3.8,0.10536759259575873,0.8667872055018453,0.7870648337727438
Federico Gatti,ITA,Juventus,Serie A,Juventus,26,190.0,80.0,0,23,22,1818,0.0,1.85,0.52,0.0,0.0,0.0,88.69999999999999,108.9,1813.1,0.0,7.4,108.9,101.9,6.24,88.69999999999999,2.13,0.14,2.38,1.35,1.87,0.35,0.17,0.49,2.16,1.25,0.8900000000000001,3.12,8.27,0.17,130.3,13.57,65.80000000000001,58.8,7.01,77.0,410.6,236.7,1.82,1.35,0.6100000000000001,0.33,0.54,0.14,0.0,1.63,2.03,0.0,0.52,1.35,12.56,3.46,2.49,17.5,0.0820525422958824,0.8681795653799682,0.7867792187511486
Nicolo Casale,ITA,Lazio,Serie A,Lazio,26,191.0,80.0,0,23,18,1614,0.01,1.39,0.44,0.0,0.0,0.0,76.3,94.3,1292.4,0.07,5.16,94.3,84.8,9.46,76.3,2.37,0.14,3.57,2.17,2.14,1.12,0.3,2.76,3.38,0.55,2.83,1.05,5.37,0.3,115.3,12.0,48.2,54.2,14.14,60.2,320.4,179.2,2.0700000000000003,0.98,0.6799999999999999,4.38,0.27,0.0,0.0,1.66,0.64,0.0,1.82,2.17,14.0,3.3,3.12,20.5,0.10536759259575874,0.8658180023126455,0.7861925509024641
Piero Hincapie,ECU,Leverkusen,Bundesliga,Bayer 04 Leverkusen,22,183.0,77.0,1,27,16,1548,0.01,2.68,1.25,0.0,0.0,0.0,101.0,129.2,1564.0,0.0,8.84,129.2,117.1,12.05,101.0,2.62,0.12,7.79,5.23,4.99,2.74,0.06,1.25,3.67,1.93,1.74,3.05,5.96,0.06,164.5,11.67,54.1,78.1,32.68,99.2,588.5,287.3,7.6,5.11,0.37,11.86,0.49,0.12,0.12,1.3,4.23,0.0,7.86,5.23,15.48,2.85,3.67,33.0,0.006702826493428498,0.8715507550626711,0.7848403840583437
Jan Paul van Hecke,NED,Brighton,Premier League,Brighton & Hove Albion,24,185.0,78.0,0,22,21,1791,0.02,3.06,0.16,0.0,0.0,0.0,139.5,154.6,2667.6,0.0,13.26,154.6,144.8,9.69,139.5,2.58,0.0,4.85,2.6900000000000004,2.85,1.85,0.16,0.95,1.32,0.37,0.95,5.91,4.33,0.0,179.5,5.11,40.7,112.9,26.79,140.6,766.2,377.6,5.07,5.91,0.68,5.79,0.16,0.05,0.05,0.63,1.63,0.16,2.79,2.6900000000000004,9.91,2.16,2.85,6.0,0.014229379523447447,0.8708913920167469,0.7847436922530662
German Pezzella,ARG,Betis,La Liga,Real Betis,33,187.0,82.0,0,23,17,1605,0.01,3.07,1.05,0.0,0.0,0.0,55.2,68.6,961.6,0.0,2.54,68.6,65.9,2.6100000000000003,55.2,2.08,0.06,2.17,1.19,1.19,0.97,0.0,1.3,1.72,0.57,1.16,2.01,4.15,0.06,89.3,6.86,36.46,34.77,19.1,50.3,271.0,149.1,3.81,2.3,1.11,7.5,0.13,0.13,0.0,2.33,1.8,0.5900000000000001,3.29,1.19,8.24,2.79,1.99,7.0,0.0638947628649895,0.8665907659800453,0.7841509282216834
Federico Dimarco,ITA,Inter,Serie A,Inter,26,175.0,75.0,1,43,41,3447,0.07,2.45,0.6900000000000001,0.31,0.0,0.0,68.7,94.5,1399.5,0.06,6.18,94.5,81.30000000000001,12.83,68.7,4.37,0.25,2.2,1.71,1.08,0.81,0.31,0.3399999999999999,1.94,1.02,0.91,1.98,6.35,0.0,113.6,9.29,41.5,45.2,27.57,57.900000000000006,280.4,151.39999999999998,2.32,1.32,0.54,8.15,0.18,0.0,0.0,1.52,1.59,0.18,9.32,1.71,10.36,2.54,2.6,42.0,0.0005177451754729057,0.8706746147496754,0.7836436568431376
Joel Veltman,NED,Brighton,Premier League,Brighton & Hove Albion,32,184.0,75.0,0,22,15,1431,0.0,2.0,0.07,0.0,0.0,0.0,66.3,88.89999999999999,1160.0,0.07,6.99,88.89999999999999,79.2,9.41,66.3,1.37,0.13,6.01,3.17,1.96,2.26,1.7999999999999998,0.59,1.44,0.52,0.92,0.92,2.81,0.0,114.1,4.77,27.87,51.2,37.2,68.5,390.6,239.5,7.029999999999999,4.640000000000001,2.06,13.2,0.13,0.0,0.0,1.18,1.44,0.0,4.05,3.17,10.03,0.85,2.72,10.0,0.005212345193830598,0.8702740378078148,0.7835929702413793
Domingos Duarte,POR,Getafe,La Liga,Getafe,29,190.0,78.0,0,34,34,2987,0.01,1.2,0.36,0.0,0.0,0.0,68.2,86.69999999999999,1332.4,0.18,5.65,86.69999999999999,77.3,9.24,68.2,1.54,0.23,3.99,1.97,2.89,0.97,0.14,0.43,2.75,1.87,0.88,2.09,7.140000000000001,0.0,106.1,10.91,52.6,45.1,8.870000000000001,53.9,243.7,129.6,0.63,0.53,0.19,2.11,0.79,0.0,0.0,2.37,1.92,0.32,0.48,1.97,9.35,3.75,2.02,4.8,0.049753470025372275,0.8660247719257845,0.7827082412454851
Rasmus Nicolaisen,DEN,Toulouse,Ligue 1,Toulouse,27,191.0,81.0,1,28,26,2288,0.0,0.5900000000000001,0.15,0.0,0.0,0.0,116.6,134.5,2165.7,0.1,7.27,134.5,128.60000000000002,5.34,116.6,1.37,0.35,1.78,0.94,1.13,0.64,0.0,0.54,2.02,1.43,0.5900000000000001,2.9,7.38,0.0,151.3,18.87,81.4,65.9,4.71,101.3,571.8,343.9,1.92,0.69,0.35,0.3,0.2,0.05,0.05,0.99,1.5299999999999998,0.05,0.0,0.94,11.94,6.49,2.11,8.5,0.13530470977215311,0.8591313257635675,0.7821503218808273
Ferland Mendy,FRA,Real Madrid,La Liga,Lorient,23,191.0,79.0,0,21,15,1368,0.0,1.93,0.0,0.0,0.0,0.0,82.5,98.1,1160.7,0.82,6.43,98.1,84.5,13.44,82.5,5.49,0.9,4.32,2.5700000000000003,2.44,1.14,0.74,0.93,1.22,0.53,0.69,1.04,1.33,0.0,117.2,3.96,25.82,48.400000000000006,45.1,68.1,385.9,218.4,6.2,4.8,2.6,11.39,0.53,0.0,0.0,1.8,2.1,0.37,4.550000000000001,2.5700000000000003,11.42,0.56,0.48,3.9,0.08205254229588238,0.8630224157880415,0.7821377841184146
Diego Llorente,ESP,Leeds United,Premier League,Roma,30,186.0,76.0,0,22,12,1047,0.0,2.65,0.68,0.0,0.0,0.0,69.9,87.3,1225.9,0.23,5.11,87.3,85.2,1.98,69.9,4.47,0.37,2.49,1.39,1.11,1.14,0.23,0.79,1.74,0.28,1.4700000000000002,2.31,4.24,0.28,111.4,9.1,44.98,43.3,23.48,65.1,348.9,149.0,2.55,0.8200000000000001,1.73,5.819999999999999,0.14,0.0,0.0,1.28,1.87,0.68,1.5,1.39,11.56,4.09,3.47,12.0,0.011074030587437809,0.8681679336426259,0.7820843340498873
Mohammed Salisu,GHA,Southampton,Premier League,Monaco,25,191.0,85.0,1,22,21,1894,0.0,0.76,0.19,0.0,0.0,0.0,40.4,65.0,745.1,0.05,3.81,65.0,59.4,5.33,40.4,1.1,0.1,2.38,1.33,1.57,0.71,0.1,0.38,2.52,1.05,1.48,1.43,5.52,0.05,78.9,9.81,34.4,39.1,5.76,43.3,174.7,79.6,0.24,0.52,0.43,0.19,0.24,0.0,0.0,1.19,0.14,0.05,0.62,1.33,7.24,2.57,1.24,10.0,0.3678570901779707,0.841734562686664,0.7818411495353129
Toti Gomes,POR,Wolves,Premier League,Wolverhampton Wanderers,25,187.0,72.0,1,27,11,1124,0.0,0.56,0.0,0.0,0.0,0.0,100.3,114.3,1657.0,0.0,7.0600000000000005,114.3,111.7,2.4,100.3,3.07,0.11,2.51,1.7000000000000002,1.51,0.56,0.44,0.56,3.09,2.03,1.07,1.59,7.84,0.0,134.2,16.59,50.6,69.80000000000001,13.95,79.1,392.2000000000001,193.9,1.11,1.48,0.56,1.37,1.15,0.0,0.0,3.03,1.37,0.11,0.51,1.7000000000000002,10.97,3.02,1.55,11.0,0.005212345193830598,0.8671916016779119,0.7808187777244667
Djene,TOG,Getafe,La Liga,Getafe,32,178.0,72.0,0,31,26,2196,0.0,0.45,0.0,0.0,0.0,0.0,55.4,68.30000000000001,958.8,0.0,4.94,68.30000000000001,65.5,2.34,55.4,1.08,0.12,2.58,1.26,1.6,0.97,0.0,1.23,2.69,1.37,1.33,2.49,4.98,0.06,86.6,7.93,37.0,44.7,5.640000000000001,44.3,210.9,96.3,0.56,0.76,1.52,0.8,0.97,0.0,0.0,2.8,2.91,0.06,0.49,1.26,10.64,2.89,2.04,7.0,0.0005177451754729056,0.8664412445055536,0.779833623623428
Juanpe,ESP,Girona,La Liga,Girona,33,190.0,80.0,0,25,19,1721,0.0,0.61,0.09,0.09,0.0,0.0,72.1,91.0,1385.1,0.18,5.29,91.0,81.4,9.04,72.1,3.4000000000000004,0.18,1.61,0.78,0.7,0.91,0.0,0.56,0.84,0.22,0.62,1.79,4.65,0.13,104.6,10.27,42.15,43.8,19.06,64.19999999999999,351.4,166.8,3.16,1.63,0.53,7.069999999999999,0.56,0.0,0.0,1.48,0.66,0.09,4.55,0.78,6.78,1.5,1.61,1.5,0.0820525422958824,0.8581208819035077,0.7777264036223341
Tanguy Nianzou,FRA,Sevilla,La Liga,Sevilla,22,191.0,83.0,0,28,15,1391,0.03,2.66,0.6699999999999999,0.0,0.0,0.0,78.1,92.2,1336.0,0.0,8.95,92.2,87.1,4.32,78.1,3.52,0.0,2.32,1.64,1.44,0.5900000000000001,0.29,0.5800000000000001,2.58,0.5900000000000001,2.0,1.46,2.95,0.3,112.3,5.13,29.880000000000003,56.6,27.28,72.6,379.0,194.1,2.46,2.94,1.81,7.36,0.29,0.1,0.0,2.76,3.14,0.0,2.83,1.64,10.88,1.87,2.59,6.5,0.2231026910011662,0.8460095030161027,0.7761351432842888
Adam Webster,ENG,Brighton,Premier League,Brighton & Hove Albion,29,191.0,75.0,0,21,19,1575,0.0,2.12,0.6300000000000001,0.0,0.0,0.0,75.8,93.0,1343.0,0.0,6.35,93.0,88.4,4.0200000000000005,75.8,2.66,0.6300000000000001,1.69,1.14,0.43,0.64,0.6300000000000001,1.4,2.68,0.72,1.97,1.08,3.29,0.14,110.7,7.609999999999999,36.97,53.1,21.56,67.5,313.2,158.29999999999998,1.69,1.69,3.0,5.92,0.35,0.0,0.0,2.72,0.29,0.28,0.97,1.14,10.86,6.9,5.94,12.0,0.03016309241303373,0.8598276508484229,0.7758379130694537
Jean Kevin Duverne,FRA,Brest,Ligue 1,Nantes,26,184.0,71.0,0,39,34,2844,0.08,2.23,0.93,0.0,0.0,0.0,50.9,74.3,874.9000000000001,0.25,6.75,74.3,62.5,11.48,50.9,4.71,0.49,3.4800000000000004,1.75,1.95,1.15,0.38,1.16,1.54,0.38,1.15,0.8999999999999999,2.13,0.0,92.6,3.76,18.9,40.43,34.8,56.400000000000006,348.8,176.7,5.17,3.83,2.26,10.94,0.12,0.0,0.0,2.6100000000000003,1.33,1.11,7.0,1.75,8.299999999999999,2.1,2.76,2.2,0.001895163643627441,0.8607771644071163,0.7748268579393957
Gabriel Paulista,BRA,Valencia,La Liga,Atletico Madrid,33,185.0,72.0,0,31,28,2312,0.02,1.8,0.29,0.0,0.0,0.0,79.0,92.0,1436.4,0.11,8.55,92.0,86.30000000000001,5.51,79.0,2.55,0.29,4.13,2.21,2.34,1.5,0.29,1.58,2.8,1.33,1.46,1.85,5.86,0.35,116.0,14.989999999999998,47.400000000000006,58.3,11.8,62.400000000000006,394.5,242.5,2.45,1.87,1.03,2.11,0.46,0.12,0.0,2.51,2.11,0.06,0.46,2.21,11.1,3.68,2.31,7.0,0.0031475345846160097,0.8587802678680433,0.7731123046138086
Ruan,BRA,Sassuolo,Serie A,Sassuolo,25,187.0,78.0,0,26,12,1208,0.0,1.9,0.38,0.0,0.0,0.0,61.5,75.6,1102.1999999999998,0.13,4.67,75.6,71.5,4.09,61.5,4.64,0.26,4.09,2.78,2.52,1.44,0.13,1.5099999999999998,2.15,0.84,1.31,1.63,5.31,0.18,98.6,9.49,39.82,39.6,20.44,47.0,278.5,138.7,4.08,2.3600000000000003,1.92,5.05,0.97,0.18,0.0,3.0700000000000003,2.22,0.13,0.9,2.78,10.71,4.88,5.17,3.2,0.02348321866308255,0.8512270124316456,0.7676564824149776
Karol Fila,POL,Strasbourg,Ligue 1,Strasbourg,26,183.0,76.0,0,21,16,1460,0.01,2.45,0.13,0.13,0.0,0.0,121.2,146.1,1922.6,0.06,14.31,146.1,136.7,9.22,121.2,10.39,2.13,3.06,1.53,1.46,1.53,0.06,0.45,0.76,0.38,0.38,3.15,2.64,0.06,166.6,3.4,20.4,85.8,63.7,114.7,705.7,475.9,9.21,3.34,1.08,9.59,0.32,0.0,0.0,1.78,1.34,0.06,8.93,1.53,19.55,1.08,1.02,1.3,0.005212345193830598,0.852197613906394,0.7673241887301007
